"Time","sensor.euler_x","sensor.euler_y","sensor.euler_z","sensor.linearAccel_x","sensor.linearAccel_y","sensor.linearAccel_z","sensor.vAcc","sensor.hAcc","sensor.sAcc","sensor.headAcc","sensor.lon","sensor.lat","sensor.hMSL","sensor.velN","sensor.velE","sensor.velD","sensor.gSpeed","sensor.headMot","sensor.FL","sensor.FR","sensor.RL"
1659195775000,-4.089099979479999,-6.139503936760001,340.738031008,0.08803654495999998,0.018780371560000002,0.00022873379999999993,17999316.16,25454878,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195780000,-4.10177702912,-4.886413898360001,339.54862916400003,0.06618247228000002,0.02121730196,-0.0006871226400000001,18009291.76,25468985.2,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195785000,-3.8316126442000003,-4.704377956440001,337.871796872,0.06464856504,0.02446510724,0.00029919224000000006,18019815.68,25483868.16,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195790000,-3.48407636648,-4.60751838688,336.64105468,0.06278905668000001,0.0287224086,0.0006107850117692801,18030888.56,25499527.76,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195795000,-3.4402264023600004,-4.47521236428,335.957525628,0.06081994012,0.029206039999999996,0.0008982050399999996,18042509.04,25515961.28,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195800000,-3.3598216819599998,-4.701280994359999,335.29070434400006,0.06460640632,0.030719305360000004,0.00092824536,18054674.88,25533166.88,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195805000,-3.265978403,-4.677504138880001,335.37061645200004,0.0641742614,0.032306872960000003,0.0009996379600000001,18067387.04,25551144.72,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195810000,-3.2809491633599994,-4.70901134496,335.575148928,0.06443310072000001,0.030862419959999995,0.0010869525600000001,18080643.12,25569891.28,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195815000,-3.37294851312,-4.8614877319600005,336.118510744,0.06573566051999999,0.030353371,0.0008851027275678,18094441.92,25589406,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195820000,-3.50912905692,-4.89100549696,336.43481324,0.06700970231999999,0.02843073368,-0.00014093744000000005,18108783.12,25609686.72,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195825000,-3.5426964760399993,-4.8227087594,336.21077758399997,0.06615194268000002,0.02782659703999999,0.0004153444,18123663.6,25630731.6,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195830000,-3.5131034850400003,-4.8720632552000005,335.85704468000006,0.06555255503999999,0.02831187032,0.00011234952000000004,18139083.76,25652538.88,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195835000,-3.3598082065599995,-4.7894584274,336.061518556,0.06508059819999999,0.02994009776,0.00069042752,18155041.92,25675106.88,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195840000,-3.3423930836400007,-4.80348644252,336.630739756,0.06552305448000001,0.030141181279999988,0.0007679601599999999,18171536.16,25698433.44,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195845000,-3.4718293475999995,-4.78590156552,337.466199952,0.06612685355999999,0.028931079359999997,0.00112219116,18188565.52,25722516.72,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195850000,-3.6365625096,-4.8815965080399994,337.916320796,0.06625651536000002,0.0266305376,0.00004549068000000001,18206128.64,25747353.92,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195855000,-3.68617028244,-4.90305362696,338.2154101559999,0.06511189112000001,0.02592024396,-0.000039974504973480064,18224223.2,25772944.48,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195860000,-3.85060252184,-4.863275718639999,337.93008056800005,0.06542718440000002,0.02424525732,0.0008665289200000001,18242846.64,25799281.92,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195865000,-3.7603389167600003,-4.766554584480001,337.493934328,0.06537730364,0.024878713720000004,0.00008688750769095997,18267259.166666668,25833806.5,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195870000,-3.486106624639999,-4.91963066104,337.08278930000006,0.06361272311999999,0.026860243600000007,0.00031341823999999995,18313240.307692308,25898833.307692308,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195875000,-3.56645318988,-4.742041950200001,336.89387449599997,0.06287199151999999,0.027046077279999997,0.0003270907599999999,18346585.12,25945990.08,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195880000,-3.67307875628,-4.612934665679999,336.4386364760001,0.06312255464,0.02622436452,0.0007836256400000001,18370937.92,25980429.84,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195885000,-3.5195985888799997,-4.708211345800001,335.98035888800007,0.06338275080000001,0.028382046400000003,0.00052706224,18393351.04,26012127.04,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195890000,-3.51028507228,-4.60410839084,335.725942384,0.061956705200000003,0.02847079328,0.0007215170000000001,18416279.84,26044553.2,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195895000,-3.4366141702000004,-4.582049713120001,335.57484130800003,0.061911860879999996,0.02928807715999999,0.0014097862399999996,18439721.36,26077704.32,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195900000,-3.4575515936800003,-4.619908046759999,335.4731787200001,0.06380490128,0.028966098439999994,0.00089812324,18463675.6,26111581.04,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
1659195905000,-3.4479228114800002,-4.533918838519999,335.41801268800003,0.06185183848,0.028797432839999994,0.0008992200399999999,18488138.96,26146177.44,20000,18000000,106508060,456731916,110354,0,0,0,0,0,,,
